Date,Region,Symbol,Version,SessionUTC,AnalysisUTC,BacktestVies,BacktestScore,LiveLikeVies,LiveLikeScore,SameVies,ScoreDelta,LastM15_BT,LastM15_LIVE,SameLastM15,Source_BT,Source_LIVE,Error
05/12/2025,America,XAUUSD,1.0.3,2025-12-05T13:30:00+00:00,2025-12-05T13:15:00+00:00,VENDA,-5.5,VENDA,-5.5,True,0.0,2025-12-05T13:00:00+00:00,2025-12-05T13:00:00+00:00,True,db,db,
05/12/2025,America,XAUUSD,1.2.3,2025-12-05T13:30:00+00:00,2025-12-05T13:15:00+00:00,VENDA,-3.5,VENDA,-3.5,True,0.0,2025-12-05T13:00:00+00:00,2025-12-05T13:00:00+00:00,True,db,db,
05/12/2025,Asia,USDJPY,1.2.1,2025-12-05T00:00:00+00:00,2025-12-04T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-04T23:15:00+00:00,2025-12-04T23:15:00+00:00,True,db,db,
05/12/2025,Asia,USDJPY,1.0.1,2025-12-05T00:00:00+00:00,2025-12-04T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-04T23:15:00+00:00,2025-12-04T23:15:00+00:00,True,db,db,
05/12/2025,Europe,EURUSD,1.2.2,2025-12-05T07:00:00+00:00,2025-12-05T06:45:00+00:00,VENDA,-1.0,VENDA,-1.0,True,0.0,2025-12-05T06:30:00+00:00,2025-12-05T06:30:00+00:00,True,db,db,
04/12/2025,America,XAUUSD,1.2.3,2025-12-04T13:30:00+00:00,2025-12-04T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-04T13:00:00+00:00,2025-12-04T13:00:00+00:00,True,db,db,
04/12/2025,America,XAUUSD,1.0.3,2025-12-04T13:30:00+00:00,2025-12-04T13:15:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-12-04T13:00:00+00:00,2025-12-04T13:00:00+00:00,True,db,db,
04/12/2025,Asia,USDJPY,1.0.1,2025-12-04T00:00:00+00:00,2025-12-03T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-03T23:15:00+00:00,2025-12-03T23:15:00+00:00,True,db,db,
04/12/2025,Asia,USDJPY,1.2.1,2025-12-04T00:00:00+00:00,2025-12-03T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-03T23:15:00+00:00,2025-12-03T23:15:00+00:00,True,db,db,
04/12/2025,Europe,EURUSD,1.2.2,2025-12-04T07:00:00+00:00,2025-12-04T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-04T06:30:00+00:00,2025-12-04T06:30:00+00:00,True,db,db,
03/12/2025,America,XAUUSD,1.2.3,2025-12-03T13:30:00+00:00,2025-12-03T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-03T13:00:00+00:00,2025-12-03T13:00:00+00:00,True,db,db,
03/12/2025,America,XAUUSD,1.0.3,2025-12-03T13:30:00+00:00,2025-12-03T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-03T13:00:00+00:00,2025-12-03T13:00:00+00:00,True,db,db,
03/12/2025,Asia,USDJPY,1.0.1,2025-12-03T00:00:00+00:00,2025-12-02T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-02T23:15:00+00:00,2025-12-02T23:15:00+00:00,True,db,db,
03/12/2025,Asia,USDJPY,1.2.1,2025-12-03T00:00:00+00:00,2025-12-02T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-12-02T23:15:00+00:00,2025-12-02T23:15:00+00:00,True,db,db,
03/12/2025,Europe,EURUSD,1.2.2,2025-12-03T07:00:00+00:00,2025-12-03T06:45:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-12-03T06:30:00+00:00,2025-12-03T06:30:00+00:00,True,db,db,
02/12/2025,America,XAUUSD,1.0.3,2025-12-02T13:30:00+00:00,2025-12-02T13:15:00+00:00,VENDA,-1.0,VENDA,-1.0,True,0.0,2025-12-02T13:00:00+00:00,2025-12-02T13:00:00+00:00,True,db,db,
02/12/2025,America,XAUUSD,1.2.3,2025-12-02T13:30:00+00:00,2025-12-02T13:15:00+00:00,FORA,-1.0,FORA,-1.0,True,0.0,2025-12-02T13:00:00+00:00,2025-12-02T13:00:00+00:00,True,db,db,
02/12/2025,Asia,USDJPY,1.0.1,2025-12-02T00:00:00+00:00,2025-12-01T23:30:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-12-01T23:15:00+00:00,2025-12-01T23:15:00+00:00,True,db,db,
02/12/2025,Asia,USDJPY,1.2.1,2025-12-02T00:00:00+00:00,2025-12-01T23:30:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-12-01T23:15:00+00:00,2025-12-01T23:15:00+00:00,True,db,db,
02/12/2025,Europe,EURUSD,1.2.2,2025-12-02T07:00:00+00:00,2025-12-02T06:45:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-12-02T06:30:00+00:00,2025-12-02T06:30:00+00:00,True,db,db,
01/12/2025,America,XAUUSD,1.2.3,2025-12-01T13:30:00+00:00,2025-12-01T13:15:00+00:00,COMPRA,2.5,COMPRA,2.5,True,0.0,2025-12-01T13:00:00+00:00,2025-12-01T13:00:00+00:00,True,db,db,
01/12/2025,America,XAUUSD,1.0.3,2025-12-01T13:30:00+00:00,2025-12-01T13:15:00+00:00,COMPRA,2.5,COMPRA,2.5,True,0.0,2025-12-01T13:00:00+00:00,2025-12-01T13:00:00+00:00,True,db,db,
01/12/2025,Asia,USDJPY,1.2.1,2025-12-01T00:00:00+00:00,2025-11-30T23:30:00+00:00,VENDA,-1.5,VENDA,-1.5,True,0.0,2025-11-28T23:45:00+00:00,2025-11-28T23:45:00+00:00,True,db,db,
01/12/2025,Asia,USDJPY,1.0.1,2025-12-01T00:00:00+00:00,2025-11-30T23:30:00+00:00,VENDA,-3.5,VENDA,-3.5,True,0.0,2025-11-28T23:45:00+00:00,2025-11-28T23:45:00+00:00,True,db,db,
01/12/2025,Europe,EURUSD,1.2.2,2025-12-01T07:00:00+00:00,2025-12-01T06:45:00+00:00,COMPRA,1.5,COMPRA,1.5,True,0.0,2025-12-01T06:30:00+00:00,2025-12-01T06:30:00+00:00,True,db,db,
28/11/2025,America,XAUUSD,1.0.3,2025-11-28T13:30:00+00:00,2025-11-28T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-28T13:00:00+00:00,2025-11-28T13:00:00+00:00,True,db,db,
28/11/2025,America,XAUUSD,1.2.3,2025-11-28T13:30:00+00:00,2025-11-28T13:15:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-28T13:00:00+00:00,2025-11-28T13:00:00+00:00,True,db,db,
28/11/2025,Asia,USDJPY,1.2.1,2025-11-28T00:00:00+00:00,2025-11-27T23:30:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-27T23:15:00+00:00,2025-11-27T23:15:00+00:00,True,db,db,
28/11/2025,Asia,USDJPY,1.0.1,2025-11-28T00:00:00+00:00,2025-11-27T23:30:00+00:00,VENDA,-4.0,VENDA,-4.0,True,0.0,2025-11-27T23:15:00+00:00,2025-11-27T23:15:00+00:00,True,db,db,
28/11/2025,Europe,EURUSD,1.2.2,2025-11-28T07:00:00+00:00,2025-11-28T06:45:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-28T06:30:00+00:00,2025-11-28T06:30:00+00:00,True,db,db,
27/11/2025,America,XAUUSD,1.2.3,2025-11-27T13:30:00+00:00,2025-11-27T13:15:00+00:00,FORA,1.5,FORA,1.5,True,0.0,2025-11-27T13:00:00+00:00,2025-11-27T13:00:00+00:00,True,db,db,
27/11/2025,Asia,USDJPY,1.2.1,2025-11-27T00:00:00+00:00,2025-11-26T23:30:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-26T23:15:00+00:00,2025-11-26T23:15:00+00:00,True,db,db,
27/11/2025,Asia,USDJPY,1.0.1,2025-11-27T00:00:00+00:00,2025-11-26T23:30:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-26T23:15:00+00:00,2025-11-26T23:15:00+00:00,True,db,db,
27/11/2025,Europe,EURUSD,1.2.2,2025-11-27T07:00:00+00:00,2025-11-27T06:45:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-27T06:30:00+00:00,2025-11-27T06:30:00+00:00,True,db,db,
26/11/2025,America,XAUUSD,1.0.3,2025-11-26T13:30:00+00:00,2025-11-26T13:15:00+00:00,COMPRA,1.5,COMPRA,1.5,True,0.0,2025-11-26T13:00:00+00:00,2025-11-26T13:00:00+00:00,True,db,db,
26/11/2025,America,XAUUSD,1.2.3,2025-11-26T13:30:00+00:00,2025-11-26T13:15:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-26T13:00:00+00:00,2025-11-26T13:00:00+00:00,True,db,db,
26/11/2025,Asia,USDJPY,1.2.1,2025-11-26T00:00:00+00:00,2025-11-25T23:30:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-25T23:15:00+00:00,2025-11-25T23:15:00+00:00,True,db,db,
26/11/2025,Europe,EURUSD,1.2.2,2025-11-26T07:00:00+00:00,2025-11-26T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-26T06:30:00+00:00,2025-11-26T06:30:00+00:00,True,db,db,
26/11/2025,Europe,EURUSD,1.0.2,2025-11-26T07:00:00+00:00,2025-11-26T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-26T06:30:00+00:00,2025-11-26T06:30:00+00:00,True,db,db,
25/11/2025,America,XAUUSD,1.0.3,2025-11-25T13:30:00+00:00,2025-11-25T13:15:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-25T13:00:00+00:00,2025-11-25T13:00:00+00:00,True,db,db,
25/11/2025,America,XAUUSD,1.2.3,2025-11-25T13:30:00+00:00,2025-11-25T13:15:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-25T13:00:00+00:00,2025-11-25T13:00:00+00:00,True,db,db,
25/11/2025,Asia,USDJPY,1.2.1,2025-11-25T00:00:00+00:00,2025-11-24T23:30:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-24T23:15:00+00:00,2025-11-24T23:15:00+00:00,True,db,db,
25/11/2025,Asia,USDJPY,1.0.1,2025-11-25T00:00:00+00:00,2025-11-24T23:30:00+00:00,COMPRA,3.0,COMPRA,3.0,True,0.0,2025-11-24T23:15:00+00:00,2025-11-24T23:15:00+00:00,True,db,db,
25/11/2025,Europe,EURUSD,1.2.2,2025-11-25T07:00:00+00:00,2025-11-25T06:45:00+00:00,VENDA,-2.5,VENDA,-2.5,True,0.0,2025-11-25T06:30:00+00:00,2025-11-25T06:30:00+00:00,True,db,db,
25/11/2025,Europe,EURUSD,1.0.2,2025-11-25T07:00:00+00:00,2025-11-25T06:45:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-25T06:30:00+00:00,2025-11-25T06:30:00+00:00,True,db,db,
24/11/2025,America,XAUUSD,1.0.3,2025-11-24T13:30:00+00:00,2025-11-24T13:15:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-24T13:00:00+00:00,2025-11-24T13:00:00+00:00,True,db,db,
24/11/2025,America,XAUUSD,1.2.3,2025-11-24T13:30:00+00:00,2025-11-24T13:15:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-24T13:00:00+00:00,2025-11-24T13:00:00+00:00,True,db,db,
24/11/2025,Asia,USDJPY,1.2.1,2025-11-24T00:00:00+00:00,2025-11-23T23:30:00+00:00,VENDA,-3.0,VENDA,-3.0,True,0.0,2025-11-21T23:45:00+00:00,2025-11-21T23:45:00+00:00,True,db,db,
24/11/2025,Asia,USDJPY,1.0.1,2025-11-24T00:00:00+00:00,2025-11-23T23:30:00+00:00,VENDA,-5.0,VENDA,-5.0,True,0.0,2025-11-21T23:45:00+00:00,2025-11-21T23:45:00+00:00,True,db,db,
24/11/2025,Europe,EURUSD,1.2.2,2025-11-24T07:00:00+00:00,2025-11-24T06:45:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-24T06:30:00+00:00,2025-11-24T06:30:00+00:00,True,db,db,
24/11/2025,Europe,EURUSD,1.0.2,2025-11-24T07:00:00+00:00,2025-11-24T06:45:00+00:00,COMPRA,1.5,COMPRA,1.5,True,0.0,2025-11-24T06:30:00+00:00,2025-11-24T06:30:00+00:00,True,db,db,
21/11/2025,America,XAUUSD,1.2.3,2025-11-21T13:30:00+00:00,2025-11-21T13:15:00+00:00,VENDA,-3.5,VENDA,-3.5,True,0.0,2025-11-21T13:00:00+00:00,2025-11-21T13:00:00+00:00,True,db,db,
21/11/2025,America,XAUUSD,1.0.3,2025-11-21T13:30:00+00:00,2025-11-21T13:15:00+00:00,VENDA,-5.5,VENDA,-5.5,True,0.0,2025-11-21T13:00:00+00:00,2025-11-21T13:00:00+00:00,True,db,db,
21/11/2025,Asia,USDJPY,1.2.1,2025-11-21T00:00:00+00:00,2025-11-20T23:30:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-11-20T23:15:00+00:00,2025-11-20T23:15:00+00:00,True,db,db,
21/11/2025,Asia,USDJPY,1.0.1,2025-11-21T00:00:00+00:00,2025-11-20T23:30:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-11-20T23:15:00+00:00,2025-11-20T23:15:00+00:00,True,db,db,
21/11/2025,Europe,EURUSD,1.2.2,2025-11-21T07:00:00+00:00,2025-11-21T06:45:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-21T06:30:00+00:00,2025-11-21T06:30:00+00:00,True,db,db,
21/11/2025,Europe,EURUSD,1.0.2,2025-11-21T07:00:00+00:00,2025-11-21T06:45:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-21T06:30:00+00:00,2025-11-21T06:30:00+00:00,True,db,db,
20/11/2025,America,XAUUSD,1.0.3,2025-11-20T13:30:00+00:00,2025-11-20T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,True,db,db,
20/11/2025,America,XAUUSD,1.2.3,2025-11-20T13:30:00+00:00,2025-11-20T13:15:00+00:00,VENDA,-3.5,VENDA,-3.5,True,0.0,2025-11-20T13:00:00+00:00,2025-11-20T13:00:00+00:00,True,db,db,
20/11/2025,Asia,USDJPY,1.0.1,2025-11-20T00:00:00+00:00,2025-11-19T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-19T23:15:00+00:00,2025-11-19T23:15:00+00:00,True,db,db,
20/11/2025,Asia,USDJPY,1.2.1,2025-11-20T00:00:00+00:00,2025-11-19T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-19T23:15:00+00:00,2025-11-19T23:15:00+00:00,True,db,db,
20/11/2025,Europe,EURUSD,1.2.2,2025-11-20T07:00:00+00:00,2025-11-20T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,True,db,db,
20/11/2025,Europe,EURUSD,1.0.2,2025-11-20T07:00:00+00:00,2025-11-20T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-20T06:30:00+00:00,2025-11-20T06:30:00+00:00,True,db,db,
19/11/2025,America,XAUUSD,1.2.3,2025-11-19T13:30:00+00:00,2025-11-19T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-19T13:00:00+00:00,2025-11-19T13:00:00+00:00,True,db,db,
19/11/2025,America,XAUUSD,1.0.3,2025-11-19T13:30:00+00:00,2025-11-19T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-19T13:00:00+00:00,2025-11-19T13:00:00+00:00,True,db,db,
19/11/2025,Asia,USDJPY,1.0.1,2025-11-19T00:00:00+00:00,2025-11-18T23:30:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-18T23:15:00+00:00,2025-11-18T23:15:00+00:00,True,db,db,
19/11/2025,Asia,USDJPY,1.2.1,2025-11-19T00:00:00+00:00,2025-11-18T23:30:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-18T23:15:00+00:00,2025-11-18T23:15:00+00:00,True,db,db,
19/11/2025,Europe,EURUSD,1.2.2,2025-11-19T07:00:00+00:00,2025-11-19T06:45:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-19T06:30:00+00:00,2025-11-19T06:30:00+00:00,True,db,db,
19/11/2025,Europe,EURUSD,1.0.2,2025-11-19T07:00:00+00:00,2025-11-19T06:45:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-19T06:30:00+00:00,2025-11-19T06:30:00+00:00,True,db,db,
18/11/2025,America,XAUUSD,1.0.3,2025-11-18T13:30:00+00:00,2025-11-18T13:15:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-11-18T13:00:00+00:00,2025-11-18T13:00:00+00:00,True,db,db,
18/11/2025,America,XAUUSD,1.2.3,2025-11-18T13:30:00+00:00,2025-11-18T13:15:00+00:00,FORA,1.0,FORA,1.0,True,0.0,2025-11-18T13:00:00+00:00,2025-11-18T13:00:00+00:00,True,db,db,
18/11/2025,Asia,USDJPY,1.2.1,2025-11-18T00:00:00+00:00,2025-11-17T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-17T23:15:00+00:00,2025-11-17T23:15:00+00:00,True,db,db,
18/11/2025,Asia,USDJPY,1.0.1,2025-11-18T00:00:00+00:00,2025-11-17T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-17T23:15:00+00:00,2025-11-17T23:15:00+00:00,True,db,db,
18/11/2025,Europe,EURUSD,1.2.2,2025-11-18T07:00:00+00:00,2025-11-18T06:45:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-18T06:30:00+00:00,2025-11-18T06:30:00+00:00,True,db,db,
18/11/2025,Europe,EURUSD,1.0.2,2025-11-18T07:00:00+00:00,2025-11-18T06:45:00+00:00,VENDA,-4.0,VENDA,-4.0,True,0.0,2025-11-18T06:30:00+00:00,2025-11-18T06:30:00+00:00,True,db,db,
17/11/2025,America,XAUUSD,1.0.3,2025-11-17T13:30:00+00:00,2025-11-17T13:15:00+00:00,VENDA,-4.5,VENDA,-4.5,True,0.0,2025-11-17T13:00:00+00:00,2025-11-17T13:00:00+00:00,True,db,db,
17/11/2025,America,XAUUSD,1.2.3,2025-11-17T13:30:00+00:00,2025-11-17T13:15:00+00:00,VENDA,-2.5,VENDA,-2.5,True,0.0,2025-11-17T13:00:00+00:00,2025-11-17T13:00:00+00:00,True,db,db,
17/11/2025,Asia,USDJPY,1.0.1,2025-11-17T00:00:00+00:00,2025-11-16T23:30:00+00:00,VENDA,-2.0,VENDA,-2.0,True,0.0,2025-11-14T23:45:00+00:00,2025-11-14T23:45:00+00:00,True,db,db,
17/11/2025,Asia,USDJPY,1.2.1,2025-11-17T00:00:00+00:00,2025-11-16T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-14T23:45:00+00:00,2025-11-14T23:45:00+00:00,True,db,db,
17/11/2025,Europe,EURUSD,1.2.2,2025-11-17T07:00:00+00:00,2025-11-17T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-17T06:30:00+00:00,2025-11-17T06:30:00+00:00,True,db,db,
17/11/2025,Europe,EURUSD,1.0.2,2025-11-17T07:00:00+00:00,2025-11-17T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-17T06:30:00+00:00,2025-11-17T06:30:00+00:00,True,db,db,
14/11/2025,America,XAUUSD,1.0.3,2025-11-14T13:30:00+00:00,2025-11-14T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-14T13:00:00+00:00,2025-11-14T13:00:00+00:00,True,db,db,
14/11/2025,America,XAUUSD,1.2.3,2025-11-14T13:30:00+00:00,2025-11-14T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-14T13:00:00+00:00,2025-11-14T13:00:00+00:00,True,db,db,
14/11/2025,Asia,USDJPY,1.2.1,2025-11-14T00:00:00+00:00,2025-11-13T23:30:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-13T23:15:00+00:00,2025-11-13T23:15:00+00:00,True,db,db,
14/11/2025,Asia,USDJPY,1.0.1,2025-11-14T00:00:00+00:00,2025-11-13T23:30:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-13T23:15:00+00:00,2025-11-13T23:15:00+00:00,True,db,db,
14/11/2025,Europe,EURUSD,1.2.2,2025-11-14T07:00:00+00:00,2025-11-14T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-14T06:30:00+00:00,2025-11-14T06:30:00+00:00,True,db,db,
14/11/2025,Europe,EURUSD,1.0.2,2025-11-14T07:00:00+00:00,2025-11-14T06:45:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-14T06:30:00+00:00,2025-11-14T06:30:00+00:00,True,db,db,
13/11/2025,America,XAUUSD,1.2.3,2025-11-13T13:30:00+00:00,2025-11-13T13:15:00+00:00,FORA,1.5,FORA,1.5,True,0.0,2025-11-13T13:00:00+00:00,2025-11-13T13:00:00+00:00,True,db,db,
13/11/2025,America,XAUUSD,1.0.3,2025-11-13T13:30:00+00:00,2025-11-13T13:15:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-13T13:00:00+00:00,2025-11-13T13:00:00+00:00,True,db,db,
13/11/2025,Asia,USDJPY,1.2.1,2025-11-13T00:00:00+00:00,2025-11-12T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-12T23:15:00+00:00,2025-11-12T23:15:00+00:00,True,db,db,
13/11/2025,Asia,USDJPY,1.0.1,2025-11-13T00:00:00+00:00,2025-11-12T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-12T23:15:00+00:00,2025-11-12T23:15:00+00:00,True,db,db,
13/11/2025,Europe,EURUSD,1.2.2,2025-11-13T07:00:00+00:00,2025-11-13T06:45:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-13T06:30:00+00:00,2025-11-13T06:30:00+00:00,True,db,db,
13/11/2025,Europe,EURUSD,1.0.2,2025-11-13T07:00:00+00:00,2025-11-13T06:45:00+00:00,COMPRA,1.5,COMPRA,1.5,True,0.0,2025-11-13T06:30:00+00:00,2025-11-13T06:30:00+00:00,True,db,db,
12/11/2025,America,XAUUSD,1.2.3,2025-11-12T13:30:00+00:00,2025-11-12T13:15:00+00:00,COMPRA,2.5,COMPRA,2.5,True,0.0,2025-11-12T13:00:00+00:00,2025-11-12T13:00:00+00:00,True,db,db,
12/11/2025,America,XAUUSD,1.0.3,2025-11-12T13:30:00+00:00,2025-11-12T13:15:00+00:00,COMPRA,3.5,COMPRA,3.5,True,0.0,2025-11-12T13:00:00+00:00,2025-11-12T13:00:00+00:00,True,db,db,
12/11/2025,Asia,USDJPY,1.2.1,2025-11-12T00:00:00+00:00,2025-11-11T23:30:00+00:00,COMPRA,2.5,COMPRA,2.5,True,0.0,2025-11-11T23:15:00+00:00,2025-11-11T23:15:00+00:00,True,db,db,
12/11/2025,Asia,USDJPY,1.0.1,2025-11-12T00:00:00+00:00,2025-11-11T23:30:00+00:00,COMPRA,2.5,COMPRA,2.5,True,0.0,2025-11-11T23:15:00+00:00,2025-11-11T23:15:00+00:00,True,db,db,
12/11/2025,Europe,EURUSD,1.2.2,2025-11-12T07:00:00+00:00,2025-11-12T06:45:00+00:00,VENDA,-2.5,VENDA,-2.5,True,0.0,2025-11-12T06:30:00+00:00,2025-11-12T06:30:00+00:00,True,db,db,
12/11/2025,Europe,EURUSD,1.0.2,2025-11-12T07:00:00+00:00,2025-11-12T06:45:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-12T06:30:00+00:00,2025-11-12T06:30:00+00:00,True,db,db,
11/11/2025,America,XAUUSD,1.2.3,2025-11-11T13:30:00+00:00,2025-11-11T13:15:00+00:00,FORA,-0.5,FORA,-0.5,True,0.0,2025-11-11T13:00:00+00:00,2025-11-11T13:00:00+00:00,True,db,db,
11/11/2025,America,XAUUSD,1.0.3,2025-11-11T13:30:00+00:00,2025-11-11T13:15:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-11T13:00:00+00:00,2025-11-11T13:00:00+00:00,True,db,db,
11/11/2025,Asia,USDJPY,1.0.1,2025-11-11T00:00:00+00:00,2025-11-10T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-10T23:15:00+00:00,2025-11-10T23:15:00+00:00,True,db,db,
11/11/2025,Asia,USDJPY,1.2.1,2025-11-11T00:00:00+00:00,2025-11-10T23:30:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-10T23:15:00+00:00,2025-11-10T23:15:00+00:00,True,db,db,
11/11/2025,Europe,EURUSD,1.2.2,2025-11-11T07:00:00+00:00,2025-11-11T06:45:00+00:00,FORA,0.5,FORA,0.5,True,0.0,2025-11-11T06:30:00+00:00,2025-11-11T06:30:00+00:00,True,db,db,
11/11/2025,Europe,EURUSD,1.0.2,2025-11-11T07:00:00+00:00,2025-11-11T06:45:00+00:00,COMPRA,1.5,COMPRA,1.5,True,0.0,2025-11-11T06:30:00+00:00,2025-11-11T06:30:00+00:00,True,db,db,
10/11/2025,America,XAUUSD,1.2.3,2025-11-10T13:30:00+00:00,2025-11-10T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-10T13:00:00+00:00,2025-11-10T13:00:00+00:00,True,db,db,
10/11/2025,America,XAUUSD,1.0.3,2025-11-10T13:30:00+00:00,2025-11-10T13:15:00+00:00,FORA,0.0,FORA,0.0,True,0.0,2025-11-10T13:00:00+00:00,2025-11-10T13:00:00+00:00,True,db,db,
10/11/2025,Asia,USDJPY,1.2.1,2025-11-10T00:00:00+00:00,2025-11-09T23:30:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-11-07T23:45:00+00:00,2025-11-07T23:45:00+00:00,True,db,db,
10/11/2025,Asia,USDJPY,1.0.1,2025-11-10T00:00:00+00:00,2025-11-09T23:30:00+00:00,COMPRA,1.0,COMPRA,1.0,True,0.0,2025-11-07T23:45:00+00:00,2025-11-07T23:45:00+00:00,True,db,db,
10/11/2025,Europe,EURUSD,1.2.2,2025-11-10T07:00:00+00:00,2025-11-10T06:45:00+00:00,COMPRA,2.0,COMPRA,2.0,True,0.0,2025-11-10T06:30:00+00:00,2025-11-10T06:30:00+00:00,True,db,db,
10/11/2025,Europe,EURUSD,1.0.2,2025-11-10T07:00:00+00:00,2025-11-10T06:45:00+00:00,VENDA,-1.0,VENDA,-1.0,True,0.0,2025-11-10T06:30:00+00:00,2025-11-10T06:30:00+00:00,True,db,db,
07/11/2025,America,XAUUSD,1.0.3,2025-11-07T13:30:00+00:00,2025-11-07T13:15:00+00:00,VENDA,-1.0,VENDA,-1.0,True,0.0,2025-11-07T13:00:00+00:00,2025-11-07T13:00:00+00:00,True,db,db,
07/11/2025,America,XAUUSD,1.2.3,2025-11-07T13:30:00+00:00,2025-11-07T13:15:00+00:00,FORA,1.0,FORA,1.0,True,0.0,2025-11-07T13:00:00+00:00,2025-11-07T13:00:00+00:00,True,db,db,
